nodos,ejes,prim,master
4,4,8.977e-06,5.143e-06
5,5,5.075e-06,4.087e-06
6,6,5.068e-06,4.802e-06
7,7,5.853e-06,5.204e-06
8,8,6.803e-06,5.635e-06
9,9,7.11e-06,6.119e-06
10,10,7.767e-06,6.913e-06
11,11,8.656e-06,7.429e-06
12,12,9.647e-06,8.078e-06
13,13,1.0164e-05,8.674e-06
14,14,1.3275e-05,9.638e-06
15,15,1.35e-05,1.0002e-05
16,16,1.3559e-05,1.0513e-05
17,17,1.4276e-05,1.0923e-05
18,18,1.6416e-05,1.2447e-05
19,19,1.657e-05,1.2057e-05
20,20,2.2207e-05,1.3099e-05
21,21,2.0006e-05,1.3577e-05
22,22,1.9677e-05,1.3658e-05
23,23,2.1222e-05,1.3733e-05
24,24,2.201e-05,1.4685e-05
25,25,2.3328e-05,1.5112e-05
26,26,2.5917e-05,1.5393e-05
27,27,2.5737e-05,1.5752e-05
28,28,2.7572e-05,1.6105e-05
29,29,2.8224e-05,1.7098e-05
30,30,3.0303e-05,1.7563e-05
31,31,3.3744e-05,1.8047e-05
32,32,3.5133e-05,1.8337e-05
33,33,3.6269e-05,1.8967e-05
34,34,3.7348e-05,2.0536e-05
35,35,3.7165e-05,2.1412e-05
36,36,5.9313e-05,2.2383e-05
37,37,4.4634e-05,2.2207e-05
38,38,4.236e-05,2.1683e-05
39,39,4.7064e-05,2.2311e-05
40,40,4.5104e-05,2.2611e-05
41,41,5.1085e-05,2.3094e-05
42,42,5.1579e-05,2.6561e-05
43,43,5.4897e-05,2.6209e-05
44,44,5.3725e-05,2.5643e-05
45,45,5.8016e-05,2.6577e-05
46,46,6.0023e-05,2.6642e-05
47,47,6.319e-05,2.75e-05
48,48,6.2473e-05,2.7499e-05
49,49,6.7731e-05,2.7991e-05
50,50,6.7275e-05,2.8339e-05
51,51,6.8746e-05,2.9244e-05
52,52,7.2242e-05,2.9281e-05
53,53,7.3291e-05,2.9817e-05
54,54,7.555e-05,3.0268e-05
55,55,8.0565e-05,3.1179e-05
56,56,8.5088e-05,3.2281e-05
57,57,0.000101281,3.2158e-05
58,58,0.000103196,3.4496e-05
59,59,9.5571e-05,4.1718e-05
60,60,0.00014405,3.8828e-05
61,61,0.000108533,3.4744e-05
62,62,9.7323e-05,3.461e-05
63,63,9.9835e-05,3.5004e-05
64,64,0.000101293,3.584e-05
65,65,0.000103232,3.6154e-05
66,66,0.000105569,3.7027e-05
67,67,0.000110341,3.7996e-05
68,68,0.000131621,3.8901e-05
69,69,0.000117813,3.8576e-05
70,70,0.000118484,3.9978e-05
71,71,0.000125558,3.9488e-05
72,72,0.000129784,3.8976e-05
73,73,0.000130829,3.9687e-05
74,74,0.000131836,4.0689e-05
75,75,0.000134354,4.2253e-05
76,76,0.000144334,4.3443e-05
77,77,0.00014013,4.3178e-05
78,78,0.000144119,4.3162e-05
79,79,0.000151142,4.42e-05
80,80,0.000152212,4.587e-05
