nodos,ejes,prim,master
4,4,3.11e-06,5.366e-06
5,5,2.637e-06,4.774e-06
6,6,2.866e-06,4.79e-06
7,7,3.684e-06,5.271e-06
8,8,4.345e-06,6.033e-06
9,9,5.041e-06,6.598e-06
10,10,5.925e-06,6.759e-06
11,11,7.017e-06,7.732e-06
12,12,7.999e-06,8.048e-06
13,13,9.201e-06,8.839e-06
14,14,1.0504e-05,9.266e-06
15,15,1.163e-05,1.003e-05
16,16,1.3081e-05,1.0441e-05
17,17,1.4742e-05,1.0823e-05
18,18,1.6251e-05,1.1653e-05
19,19,1.794e-05,1.2258e-05
20,20,1.9782e-05,1.3063e-05
21,21,2.1971e-05,1.3298e-05
22,22,2.3414e-05,1.3932e-05
23,23,2.5622e-05,1.4531e-05
24,24,2.8043e-05,1.4814e-05
25,25,2.9731e-05,1.5319e-05
26,26,3.2242e-05,1.6018e-05
27,27,3.4434e-05,1.6753e-05
28,28,3.6745e-05,1.7108e-05
29,29,3.9047e-05,1.7217e-05
30,30,4.2508e-05,1.8268e-05
31,31,4.5606e-05,1.9218e-05
32,32,4.8897e-05,2.0499e-05
33,33,5.1704e-05,1.9477e-05
34,34,5.3199e-05,2.0401e-05
35,35,5.7509e-05,2.1748e-05
36,36,6.0937e-05,2.196e-05
37,37,6.3654e-05,2.2259e-05
38,38,6.6476e-05,2.4134e-05
39,39,6.9497e-05,2.2901e-05
40,40,7.457e-05,2.453e-05
41,41,7.6871e-05,2.4036e-05
42,42,8.1404e-05,2.945e-05
43,43,8.5691e-05,2.7361e-05
44,44,8.9706e-05,2.6754e-05
45,45,9.3362e-05,3.0237e-05
46,46,9.6516e-05,2.8188e-05
47,47,0.000100915,2.8616e-05
48,48,0.000105937,2.8866e-05
49,49,0.000110738,2.9656e-05
50,50,0.000114789,3.0206e-05
51,51,0.000118292,3.0938e-05
52,52,0.0001228,3.1147e-05
53,53,0.000127228,3.1715e-05
54,54,0.000132094,3.2547e-05
55,55,0.000138205,3.2551e-05
56,56,0.000142626,3.3206e-05
57,57,0.000147714,3.4311e-05
58,58,0.000151565,3.4355e-05
59,59,0.000157026,3.5269e-05
60,60,0.000162311,3.5486e-05
61,61,0.000168674,3.6564e-05
62,62,0.000175228,3.6863e-05
63,63,0.000185368,3.6665e-05
64,64,0.000177386,3.5564e-05
65,65,0.000210265,3.6996e-05
66,66,0.000185988,3.7189e-05
67,67,0.000193966,3.6597e-05
68,68,0.00019724,3.89e-05
69,69,0.000204352,3.8597e-05
70,70,0.000230133,4.0381e-05
71,71,0.000226968,4.1707e-05
72,72,0.000232658,4.2203e-05
73,73,0.00023968,4.2701e-05
74,74,0.000245972,4.3858e-05
75,75,0.000253694,4.4758e-05
76,76,0.000258999,4.5254e-05
77,77,0.000267314,4.5507e-05
78,78,0.000273099,4.5089e-05
79,79,0.000280123,4.5786e-05
80,80,0.000287634,4.5369e-05
81,81,0.000292946,4.8927e-05
82,82,0.000301359,4.7567e-05
83,83,0.000309778,4.7804e-05
84,84,0.000314287,4.9182e-05
85,85,0.000322805,4.8093e-05
86,86,0.000329616,4.8985e-05
87,87,0.000338791,4.9237e-05
88,88,0.000345782,5.0541e-05
89,89,0.000353883,5.183e-05
90,90,0.000362911,5.1029e-05
91,91,0.000369424,5.2068e-05
92,92,0.000379321,5.231e-05
93,93,0.000387651,5.1606e-05
94,94,0.00037385,6.623e-05
95,95,0.000400605,5.3471e-05
96,96,0.000423326,5.1412e-05
97,97,0.000400153,5.2561e-05
98,98,0.00040836,5.2322e-05
99,99,0.000417551,5.3815e-05
100,100,0.000422803,5.4007e-05
101,101,0.000480912,6.687e-05
102,102,0.000438972,7.1341e-05
103,103,0.000476608,5.5789e-05
104,104,0.000457117,7.2469e-05
105,105,0.000499623,5.6442e-05
106,106,0.000477947,5.5935e-05
107,107,0.000509836,7.3215e-05
108,108,0.000491867,5.7804e-05
109,109,0.000501444,5.8452e-05
110,110,0.000511021,5.8695e-05
111,111,0.000520328,6.0092e-05
112,112,0.000530133,6.0066e-05
113,113,0.0005715,6.1349e-05
114,114,0.000579031,6.4461e-05
115,115,0.000591118,6.5648e-05
116,116,0.000592238,6.2091e-05
117,117,0.000592681,6.643e-05
118,118,0.000653105,7.6128e-05
119,119,0.000602079,6.3923e-05
120,120,0.000605623,6.3881e-05
121,121,0.000618159,6.4917e-05
122,122,0.00064303,6.8599e-05
123,123,0.000670219,6.8905e-05
124,124,0.000679958,6.9474e-05
125,125,0.000692608,7.1806e-05
126,126,0.00070313,7.1462e-05
127,127,0.000715148,7.1511e-05
128,128,0.000722991,7.1729e-05
129,129,0.000733565,7.6203e-05
130,130,0.000746979,7.3209e-05
131,131,0.000758599,7.3627e-05
132,132,0.00076953,8.5046e-05
133,133,0.000784342,7.1334e-05
134,134,0.000757969,7.3983e-05
135,135,0.00079709,7.1322e-05
136,136,0.0007781,7.4551e-05
137,137,0.00079028,7.3854e-05
138,138,0.000829274,7.3822e-05
139,139,0.000851162,7.3913e-05
140,140,0.000824216,7.5226e-05
141,141,0.000896409,8.0918e-05
142,142,0.000906922,8.2202e-05
143,143,0.000905384,8.2603e-05
144,144,0.000916794,8.206e-05
145,145,0.000927992,8.2888e-05
146,146,0.00093922,8.3706e-05
147,147,0.000952128,8.2339e-05
148,148,0.000969938,8.4797e-05
149,149,0.000981941,8.4325e-05
150,150,0.000991815,8.4357e-05
151,151,0.00100743,8.4795e-05
152,152,0.00101838,8.5722e-05
153,153,0.00103269,8.5812e-05
154,154,0.00104847,9.0675e-05
155,155,0.00106243,8.7215e-05
156,156,0.00107246,8.8926e-05
157,157,0.00110281,8.3916e-05
158,158,0.00104732,8.5304e-05
159,159,0.00111396,8.9327e-05
160,160,0.00113355,8.6565e-05
161,161,0.00108974,8.5752e-05
162,162,0.00112902,8.6195e-05
163,163,0.00114175,8.6454e-05
164,164,0.00112835,9.0199e-05
165,165,0.00115437,9.1366e-05
166,166,0.00122354,9.6788e-05
167,167,0.00123872,9.9709e-05
168,168,0.00124221,9.4439e-05
169,169,0.00125354,9.3594e-05
170,170,0.00127311,0.000100764
171,171,0.00128982,0.000101036
172,172,0.00130293,9.4018e-05
173,173,0.00131628,9.7254e-05
174,174,0.00132864,0.000100611
175,175,0.00134713,9.8536e-05
176,176,0.00136197,9.8762e-05
177,177,0.00137678,0.00010104
178,178,0.00137493,9.4485e-05
179,179,0.00133957,0.000124424
180,180,0.00147256,0.000104603
181,181,0.00148719,0.000104815
182,182,0.00150857,0.000105838
183,183,0.00161988,0.000135467
184,184,0.00163692,0.000118367
185,185,0.00166463,0.000110884
186,186,0.00160581,0.000107866
187,187,0.00164752,0.000110568
188,188,0.00170522,0.000127554
189,189,0.00168514,0.000110872
190,190,0.00164576,0.000108504
191,191,0.00168202,0.000109824
192,192,0.001693,0.000111022
193,193,0.00172485,0.000115443
194,194,0.00172712,0.000120562
195,195,0.00174075,0.000117717
196,196,0.00181707,0.000120847
197,197,0.00185282,0.000121291
198,198,0.00187089,0.000116784
199,199,0.00189611,0.000126844
200,200,0.00190923,0.000118814
201,201,0.00189856,0.000119356
202,202,0.00192081,0.000131362
203,203,0.00196424,0.000123725
204,204,0.00199067,0.000128537
205,205,0.00200326,0.000127886
206,206,0.00202002,0.000125344
207,207,0.00204266,0.000134801
208,208,0.00200423,0.000119678
209,209,0.00205846,0.00011993
210,210,0.00209416,0.000126328
211,211,0.00204702,0.000122475
212,212,0.00215789,0.000140861
213,213,0.002103,0.000121085
214,214,0.00211403,0.00013674
215,215,0.0022153,0.000137314
216,216,0.00221886,0.000131641
217,217,0.0022451,0.000131434
218,218,0.0022624,0.000131925
219,219,0.00228779,0.000133301
220,220,0.00230118,0.000134511
221,221,0.00234853,0.000157154
222,222,0.00223175,0.000126872
223,223,0.00239899,0.000133514
224,224,0.00234555,0.000130666
225,225,0.00241617,0.00014264
226,226,0.00241982,0.00012832
227,227,0.00241068,0.000130449
228,228,0.00247416,0.00013729
229,229,0.00250797,0.000137939
230,230,0.00251981,0.00013892
231,231,0.00252325,0.000128298
232,232,0.00246931,0.000132739
233,233,0.00250068,0.00013489
234,234,0.00260901,0.000143441
235,235,0.0026319,0.000133963
236,236,0.00263637,0.000145225
237,237,0.00268653,0.000143159
238,238,0.00269138,0.000142528
239,239,0.00273442,0.000143583
240,240,0.0027371,0.000142852
241,241,0.00274349,0.000143694
242,242,0.00277888,0.000137547
243,243,0.00275548,0.000148045
244,244,0.00280561,0.000144353
245,245,0.00277237,0.000142811
246,246,0.00288801,0.000140644
247,247,0.00287144,0.000139897
248,248,0.00285756,0.000141615
249,249,0.00288927,0.000156981
250,250,0.00290214,0.000142049
251,251,0.00292906,0.000144437
252,252,0.00300408,0.000154433
253,253,0.00304784,0.000158631
254,254,0.00307956,0.000159522
255,255,0.00312274,0.000153256
256,256,0.00305222,0.000149389
257,257,0.00310109,0.000145693
258,258,0.00307456,0.000148028
259,259,0.00317815,0.000152131
260,260,0.00311894,0.000147947
261,261,0.00328212,0.000162185
262,262,0.00327098,0.00015495
263,263,0.00330883,0.000151865
264,264,0.00325407,0.000151673
265,265,0.00331071,0.000151363
266,266,0.00325892,0.000155409
267,267,0.00335817,0.000155561
268,268,0.0032687,0.000151893
269,269,0.00348025,0.000164704
270,270,0.00346593,0.000167324
271,271,0.00355001,0.0001617
272,272,0.00351801,0.000154642
273,273,0.00352392,0.000163089
274,274,0.00345346,0.000156765
275,275,0.00362508,0.000163528
276,276,0.00362959,0.000172497
277,277,0.00368874,0.000167641
278,278,0.00368583,0.000171252
279,279,0.00369186,0.000160724
280,280,0.00367156,0.000171587
281,281,0.00371183,0.000160368
282,282,0.00368506,0.000189009
283,283,0.00380549,0.000167914
284,284,0.0038676,0.000169685
285,285,0.0038842,0.000164462
286,286,0.00381517,0.000161826
287,287,0.00389434,0.000163349
288,288,0.00398677,0.000173311
289,289,0.0040094,0.000172079
290,290,0.00405328,0.000182989
291,291,0.00407818,0.000181932
292,292,0.00408992,0.00018047
293,293,0.0040629,0.000165744
294,294,0.004028,0.000169281
295,295,0.0040876,0.000166201
296,296,0.00413819,0.00018724
297,297,0.00425602,0.000175047
298,298,0.00419094,0.000172762
299,299,0.00428643,0.00017801
300,300,0.00431186,0.000183612
301,301,0.00430001,0.00017109
302,302,0.00432029,0.000185755
303,303,0.00432727,0.00017431
304,304,0.00443631,0.000180521
305,305,0.00446653,0.000178594
306,306,0.0042455,0.000176903
307,307,0.00402799,0.000158837
308,308,0.00413479,0.000172009
309,309,0.00416642,0.000171798
310,310,0.0041581,0.00016501
311,311,0.00409867,0.000163276
312,312,0.00421068,0.000178039
313,313,0.00419295,0.000163123
314,314,0.00428734,0.000171672
315,315,0.00433239,0.000179464
316,316,0.0043596,0.000178313
317,317,0.00435658,0.000165852
318,318,0.00421941,0.000164985
319,319,0.00433858,0.000165855
320,320,0.00432395,0.000173337
321,321,0.00444862,0.000175673
322,322,0.00447298,0.000207484
323,323,0.0043897,0.000169708
324,324,0.00444153,0.000168151
325,325,0.00453886,0.000171417
326,326,0.00447233,0.000171469
327,327,0.00463698,0.000168631
328,328,0.00470876,0.00018081
329,329,0.00471508,0.000179595
330,330,0.00474767,0.000181316
331,331,0.00468178,0.000177094
332,332,0.00478703,0.000183559
333,333,0.00484327,0.000187308
334,334,0.00485455,0.00018282
335,335,0.00488321,0.00018213
336,336,0.00482384,0.00017451
337,337,0.00479682,0.0001844
338,338,0.00498556,0.000189749
339,339,0.00502205,0.000193704
340,340,0.00503995,0.000188678
341,341,0.0050145,0.000174649
342,342,0.00491156,0.000176836
343,343,0.00512018,0.000187405
344,344,0.0051588,0.000190005
345,345,0.00518657,0.000190511
346,346,0.00522195,0.000188656
347,347,0.00511741,0.000182355
348,348,0.00527343,0.000195307
349,349,0.00530486,0.000192177
350,350,0.00523718,0.000183626
351,351,0.00524914,0.000193702
352,352,0.00526622,0.000180532
353,353,0.00547007,0.000190991
354,354,0.00547962,0.000194968
355,355,0.00548396,0.000194161
356,356,0.00537866,0.00018359
357,357,0.00541106,0.000188021
358,358,0.00552499,0.000209253
359,359,0.00561774,0.000198096
360,360,0.00564482,0.000198822
361,361,0.00563851,0.000188234
362,362,0.00565188,0.00020183
363,363,0.00566021,0.000191646
364,364,0.00575721,0.000199838
365,365,0.00578465,0.000207179
366,366,0.0056456,0.000189322
367,367,0.00577355,0.000223953
368,368,0.00592373,0.000206345
369,369,0.00592924,0.000194576
370,370,0.00581856,0.000192725
371,371,0.00590804,0.000206278
372,372,0.0060171,0.000225045
373,373,0.00588076,0.000220947
374,374,0.00599453,0.000195602
375,375,0.00597972,0.000207796
376,376,0.00615588,0.000209223
377,377,0.00619834,0.000213712
378,378,0.00609939,0.0001925
379,379,0.00608973,0.000202569
380,380,0.00627697,0.00021899
381,381,0.00632594,0.000200591
382,382,0.00616062,0.000197301
383,383,0.00631602,0.000198596
384,384,0.00636669,0.000216466
385,385,0.00644928,0.000211769
386,386,0.00647803,0.000203372
387,387,0.00641971,0.000216666
388,388,0.00655266,0.000212948
389,389,0.00658172,0.000213092
390,390,0.00652564,0.00020249
391,391,0.00663205,0.000214429
392,392,0.00672022,0.000217458
393,393,0.00670391,0.000220067
394,394,0.00674394,0.0002163
395,395,0.00666622,0.00020409
396,396,0.00665016,0.000204305
397,397,0.00676065,0.000208226
398,398,0.00673391,0.000210554
399,399,0.00678293,0.00020615
