nodos,ejes,prim,master
4,4,2.988e-06,5.44e-06
5,5,2.592e-06,4.46e-06
6,6,2.952e-06,4.693e-06
7,7,3.646e-06,5.205e-06
8,8,4.612e-06,5.914e-06
9,9,4.982e-06,6.684e-06
10,10,6.02e-06,6.986e-06
11,11,7.187e-06,7.679e-06
12,12,8.128e-06,7.804e-06
13,13,9.217e-06,9.014e-06
14,14,1.0656e-05,9.309e-06
15,15,1.2121e-05,1.0024e-05
16,16,1.3455e-05,1.0707e-05
17,17,1.4628e-05,1.1013e-05
18,18,1.6264e-05,1.1633e-05
19,19,1.7905e-05,1.2332e-05
20,20,1.9671e-05,1.3255e-05
21,21,2.1918e-05,1.3539e-05
22,22,2.3297e-05,1.3956e-05
23,23,2.5612e-05,1.4606e-05
24,24,2.7885e-05,1.4943e-05
25,25,2.967e-05,1.5479e-05
26,26,3.2072e-05,1.5844e-05
27,27,3.4285e-05,1.6646e-05
28,28,3.6589e-05,1.7123e-05
29,29,3.8987e-05,1.7586e-05
30,30,4.2481e-05,1.8281e-05
31,31,4.5023e-05,1.8833e-05
32,32,4.8834e-05,2.0655e-05
33,33,5.1557e-05,1.9826e-05
34,34,5.3128e-05,2.1749e-05
35,35,5.7328e-05,2.167e-05
36,36,6.0997e-05,2.1899e-05
37,37,6.3443e-05,2.2142e-05
38,38,6.6241e-05,2.2813e-05
39,39,6.9457e-05,2.3335e-05
40,40,7.4965e-05,2.4549e-05
41,41,7.6666e-05,2.4469e-05
42,42,8.1559e-05,2.9932e-05
43,43,8.5229e-05,2.7338e-05
44,44,9.0561e-05,2.7699e-05
45,45,9.4047e-05,2.8004e-05
46,46,9.76e-05,2.9526e-05
47,47,0.000104583,3.0781e-05
48,48,0.000109429,3.2038e-05
49,49,0.00011361,3.1064e-05
50,50,0.000117795,3.8538e-05
51,51,0.000126082,4.0902e-05
52,52,0.000124799,3.2172e-05
53,53,0.000128443,3.2972e-05
54,54,0.000144295,3.1027e-05
55,55,0.000131451,4.5705e-05
56,56,0.000149253,3.2154e-05
57,57,0.000139971,3.2649e-05
58,58,0.000143929,3.2531e-05
59,59,0.000149792,3.6351e-05
60,60,0.000168408,3.4168e-05
61,61,0.000177149,3.4678e-05
62,62,0.000175762,3.8064e-05
63,63,0.000171541,3.6833e-05
64,64,0.000177643,3.608e-05
65,65,0.000214781,3.7e-05
66,66,0.00018612,3.71e-05
67,67,0.000193898,3.7172e-05
68,68,0.000226835,3.8775e-05
69,69,0.000204242,3.8843e-05
70,70,0.00021139,3.8391e-05
71,71,0.000234044,4.0335e-05
72,72,0.000221816,4.0245e-05
73,73,0.000228315,4.0633e-05
74,74,0.000233776,4.2435e-05
75,75,0.000241118,4.2679e-05
76,76,0.000247304,4.3516e-05
77,77,0.000252782,7.8101e-05
78,78,0.000259719,4.4165e-05
79,79,0.000281247,4.6017e-05
80,80,0.000288425,4.5268e-05
81,81,0.000293413,4.7355e-05
82,82,0.000301342,4.8583e-05
83,83,0.000311396,4.8373e-05
84,84,0.000314428,4.9524e-05
85,85,0.00032312,4.844e-05
86,86,0.000329949,4.9697e-05
87,87,0.00034049,4.9572e-05
88,88,0.000345726,5.0893e-05
89,89,0.000354167,5.1926e-05
90,90,0.000361105,5.1629e-05
91,91,0.000369901,5.2533e-05
92,92,0.00037882,5.3181e-05
93,93,0.000387078,5.2264e-05
94,94,0.000392717,5.3161e-05
95,95,0.000404652,5.3747e-05
96,96,0.00041006,5.5906e-05
97,97,0.000420533,5.6107e-05
98,98,0.000432256,5.5793e-05
99,99,0.000439365,5.6839e-05
100,100,0.000444944,5.7467e-05
101,101,0.000467797,5.6939e-05
102,102,0.00046123,5.7675e-05
103,103,0.000472468,5.8405e-05
104,104,0.000479635,5.9686e-05
105,105,0.000490451,6.0363e-05
106,106,0.000502559,5.9507e-05
107,107,0.000511015,6.0012e-05
108,108,0.000516297,6.1382e-05
109,109,0.000525856,6.1421e-05
110,110,0.000536776,6.2495e-05
111,111,0.000546228,6.3281e-05
112,112,0.000555868,6.3717e-05
113,113,0.000567144,6.4013e-05
114,114,0.000576402,6.4511e-05
115,115,0.000586858,6.4994e-05
116,116,0.000594295,6.4928e-05
117,117,0.000609347,6.7144e-05
118,118,0.000617403,6.7868e-05
119,119,0.000634505,6.8367e-05
120,120,0.000641525,6.8231e-05
121,121,0.000647794,6.9104e-05
122,122,0.000658685,6.9916e-05
123,123,0.000669923,6.9849e-05
124,124,0.000680808,6.9898e-05
125,125,0.000691519,7.0875e-05
126,126,0.000702999,7.144e-05
127,127,0.000716104,7.2583e-05
128,128,0.000723422,7.2207e-05
129,129,0.000733918,7.4611e-05
130,130,0.000745394,7.3099e-05
131,131,0.000757949,7.3087e-05
132,132,0.000768124,8.2838e-05
133,133,0.000781725,7.4679e-05
134,134,0.000796144,7.8485e-05
135,135,0.000814839,7.1907e-05
136,136,0.000799081,7.7983e-05
137,137,0.000789714,7.4107e-05
138,138,0.000878746,7.4427e-05
139,139,0.000904439,7.3728e-05
140,140,0.00092903,7.9669e-05
141,141,0.000902185,9.0311e-05
142,142,0.000955731,7.7148e-05
143,143,0.000888471,7.7521e-05
144,144,0.000907772,8.6156e-05
145,145,0.00093334,8.2912e-05
146,146,0.00094074,8.3454e-05
147,147,0.000952651,8.356e-05
148,148,0.000993607,8.0604e-05
149,149,0.000931507,7.9323e-05
150,150,0.00096841,8.5367e-05
151,151,0.00101523,8.5146e-05
152,152,0.000968777,9.917e-05
153,153,0.000982339,8.15e-05
154,154,0.00103076,8.6202e-05
155,155,0.001012,8.2266e-05
156,156,0.00103289,8.4088e-05
157,157,0.00106573,8.3726e-05
158,158,0.00107862,8.5941e-05
159,159,0.00109362,8.9033e-05
160,160,0.00120847,9.9096e-05
161,161,0.00123518,8.7104e-05
162,162,0.00118809,9.0979e-05
163,163,0.00116785,9.1815e-05
164,164,0.00118229,9.6422e-05
165,165,0.00119762,9.1928e-05
166,166,0.00121132,9.2281e-05
167,167,0.00129571,0.00010793
168,168,0.00126949,9.9617e-05
169,169,0.00126347,9.7221e-05
170,170,0.00127216,9.9427e-05
171,171,0.00128536,9.5302e-05
172,172,0.00130648,9.5709e-05
173,173,0.00131995,0.000101199
174,174,0.00133389,0.000102786
175,175,0.00134469,9.9849e-05
176,176,0.0013624,9.9406e-05
177,177,0.00137585,0.000101546
178,178,0.00138964,9.8949e-05
179,179,0.00141105,0.000102826
180,180,0.0014215,0.000101555
181,181,0.00143938,0.000101565
182,182,0.00145333,0.000102891
183,183,0.00147051,0.000105565
184,184,0.0014832,0.000102561
185,185,0.00150205,0.000104952
186,186,0.00152185,0.000116599
187,187,0.00155327,0.00011054
188,188,0.00155172,0.000103006
189,189,0.0015676,0.000106858
190,190,0.00160734,0.000112839
191,191,0.00159997,0.000106974
192,192,0.00161638,0.000109365
193,193,0.00163607,0.000111197
194,194,0.00165122,0.000109418
195,195,0.00167109,0.000107523
196,196,0.00168263,0.000110615
197,197,0.00170319,0.000111394
198,198,0.00172228,0.000108953
199,199,0.00173566,0.000112841
200,200,0.00175946,0.000112495
201,201,0.00178062,0.000118888
202,202,0.00179982,0.000119361
203,203,0.00180342,0.000117159
204,204,0.00182739,0.000120001
205,205,0.00186306,0.000122527
206,206,0.00185559,0.000115409
207,207,0.00188662,0.000115651
208,208,0.0018961,0.000116279
209,209,0.00191168,0.000115937
210,210,0.00193396,0.000121499
211,211,0.00195162,0.000119828
212,212,0.00196601,0.000117666
213,213,0.00198778,0.00011705
214,214,0.0020068,0.000116942
215,215,0.00202613,0.000124597
216,216,0.0020468,0.00012239
217,217,0.00206022,0.000121099
218,218,0.00209079,0.000128972
219,219,0.00211133,0.00012743
220,220,0.00211478,0.000123664
221,221,0.00213976,0.000127923
222,222,0.00215747,0.000122886
223,223,0.00217953,0.000123866
224,224,0.00219565,0.000124754
225,225,0.00221365,0.000124073
226,226,0.00223293,0.000123293
227,227,0.00227885,0.000128087
228,228,0.00227093,0.000127568
229,229,0.00229984,0.000129079
230,230,0.00232214,0.000128621
231,231,0.00233651,0.000124503
232,232,0.00235068,0.000127048
233,233,0.00236938,0.00012859
234,234,0.00238904,0.000128467
235,235,0.00249382,0.000160514
236,236,0.00250545,0.00014148
237,237,0.00254418,0.000131686
238,238,0.00250791,0.000133977
239,239,0.00249604,0.000131926
240,240,0.00252127,0.000132266
241,241,0.00253832,0.00014031
242,242,0.0025585,0.000133582
243,243,0.00258732,0.000134302
244,244,0.00250665,0.000132661
245,245,0.00262843,0.000130416
246,246,0.0026029,0.000129105
247,247,0.00257163,0.00012836
248,248,0.00269659,0.000138043
249,249,0.0027084,0.000139612
250,250,0.00273203,0.000139583
251,251,0.00275519,0.000140361
252,252,0.00276237,0.000132508
253,253,0.00269452,0.000137137
254,254,0.00275187,0.000145145
255,255,0.0027306,0.000132902
256,256,0.00272839,0.000151203
257,257,0.00283474,0.000147658
258,258,0.00290998,0.000142944
259,259,0.00293729,0.000150326
260,260,0.00295017,0.000143402
261,261,0.00297751,0.000144629
262,262,0.00300035,0.000142843
263,263,0.00301929,0.000145875
264,264,0.0030376,0.000145303
265,265,0.00306426,0.000145441
266,266,0.00310039,0.000154241
267,267,0.00311089,0.000150339
268,268,0.00314094,0.000149688
269,269,0.00315922,0.000148454
270,270,0.00317889,0.000147536
271,271,0.00320969,0.000140198
272,272,0.00322586,0.000143789
273,273,0.00312549,0.000142976
274,274,0.00322901,0.000156827
275,275,0.00320766,0.00014416
276,276,0.00332631,0.000155661
277,277,0.00335455,0.000152159
278,278,0.00325265,0.000146416
279,279,0.00326032,0.000147192
280,280,0.00338761,0.000175549
281,281,0.00334092,0.000147789
282,282,0.00348236,0.000163016
283,283,0.0034982,0.00015669
284,284,0.00352744,0.000158678
285,285,0.00345461,0.000150342
286,286,0.00345591,0.000149266
287,287,0.00356514,0.000150602
288,288,0.0034784,0.000150072
289,289,0.00360875,0.000174141
290,290,0.00362337,0.000152838
291,291,0.00363507,0.000184678
292,292,0.00366564,0.000156906
293,293,0.00360237,0.000153416
294,294,0.0037236,0.000155701
295,295,0.00366551,0.000152987
296,296,0.00377928,0.000168929
297,297,0.00384038,0.00016495
298,298,0.0038937,0.000189304
299,299,0.00378233,0.000187249
300,300,0.00380027,0.00016007
301,301,0.00386701,0.000158252
302,302,0.00389357,0.000158043
303,303,0.00395266,0.000160707
