nodos,ejes,prim,master
4,5,7.012e-06,6.972e-06
5,9,3.609e-06,5.871e-06
6,14,4.088e-06,6.388e-06
7,20,4.82e-06,7.479e-06
8,27,5.889e-06,7.968e-06
9,35,7.048e-06,8.994e-06
10,44,8.176e-06,9.447e-06
11,54,1.0065e-05,1.0135e-05
12,65,1.1181e-05,1.0978e-05
13,77,1.2915e-05,1.1804e-05
14,90,1.4844e-05,1.2815e-05
15,104,1.6695e-05,1.2768e-05
16,119,1.8762e-05,1.3806e-05
17,135,2.1155e-05,1.5051e-05
18,152,2.287e-05,1.6393e-05
19,170,2.6152e-05,1.8334e-05
20,189,2.9159e-05,1.9599e-05
21,209,3.1942e-05,1.9139e-05
22,230,3.3905e-05,1.9081e-05
23,252,3.6768e-05,2.042e-05
24,275,3.9202e-05,2.0408e-05
25,299,4.3288e-05,2.0754e-05
26,324,4.6852e-05,2.1582e-05
27,350,4.9776e-05,2.4414e-05
28,377,5.6022e-05,2.6899e-05
29,405,5.7816e-05,2.2914e-05
30,434,6.134e-05,2.7802e-05
31,464,6.6466e-05,2.5549e-05
32,495,6.9378e-05,2.7627e-05
33,527,7.3126e-05,2.6719e-05
34,560,7.8167e-05,2.9563e-05
35,594,8.1955e-05,3.2469e-05
36,629,8.7999e-05,3.2148e-05
37,665,9.0863e-05,3.2835e-05
38,702,9.7161e-05,3.105e-05
39,740,0.000100216,3.1591e-05
40,779,0.000105008,3.1807e-05
41,819,0.000110477,3.4756e-05
42,860,0.000125571,3.3784e-05
43,902,0.000121142,3.7977e-05
44,945,0.000129032,3.5907e-05
45,989,0.000133071,3.6542e-05
46,1034,0.000138923,3.884e-05
47,1080,0.000145434,3.9678e-05
48,1127,0.000152449,3.9765e-05
49,1175,0.000157378,3.8722e-05
50,1224,0.000166172,4.1683e-05
51,1274,0.000169682,4.045e-05
52,1325,0.000175188,4.3398e-05
53,1377,0.000182858,4.2428e-05
54,1430,0.000188521,4.4192e-05
55,1484,0.000195993,4.6214e-05
56,1539,0.000208261,4.6421e-05
57,1595,0.00021092,4.7082e-05
58,1652,0.000223653,4.8004e-05
59,1710,0.000227205,4.9117e-05
60,1769,0.000234856,5.0409e-05
61,1829,0.000242271,4.9578e-05
62,1890,0.000248336,5.063e-05
63,1952,0.000257188,5.266e-05
64,2015,0.000264487,5.3467e-05
65,2079,0.000273471,5.2008e-05
66,2144,0.000278406,5.3499e-05
67,2210,0.000291062,5.3325e-05
68,2277,0.000298778,5.2033e-05
69,2345,0.000315594,5.5721e-05
70,2414,0.000320955,5.9407e-05
71,2484,0.000323256,5.7634e-05
72,2555,0.000337561,6.1206e-05
73,2627,0.000344756,5.6462e-05
74,2700,0.000355279,5.9603e-05
75,2774,0.000359711,6.0934e-05
76,2849,0.000370671,6.1318e-05
77,2925,0.00038837,6.6069e-05
78,3002,0.000389909,6.2779e-05
79,3080,0.000399475,6.4012e-05
80,3159,0.000411049,6.4239e-05
81,3239,0.000420903,6.7849e-05
82,3320,0.000429961,6.7892e-05
83,3402,0.000442534,6.5909e-05
84,3485,0.000477395,8.2471e-05
85,3569,0.000463713,7.2325e-05
86,3654,0.000473784,7.0145e-05
87,3740,0.000484678,7.3279e-05
88,3827,0.000497221,7.4169e-05
89,3915,0.000505295,7.5909e-05
90,4004,0.000540619,7.5108e-05
91,4094,0.000529187,6.9606e-05
92,4185,0.000538499,7.4524e-05
93,4277,0.000551656,7.7634e-05
94,4370,0.000567294,7.6937e-05
95,4464,0.000583799,7.7955e-05
96,4559,0.000587182,8.0603e-05
97,4655,0.000599899,7.8057e-05
98,4752,0.000612665,8.2142e-05
99,4850,0.000624182,8.2607e-05
100,4949,0.000649904,8.08e-05
101,5049,0.000647977,8.202e-05
102,5150,0.000667099,7.7464e-05
103,5252,0.000674323,8.0933e-05
104,5355,0.0006967,8.524e-05
105,5459,0.000694297,8.8675e-05
106,5564,0.000716598,8.7508e-05
107,5670,0.00073227,8.489e-05
