nodos,ejes,prim,master
4,5,2.2426e-05,9.711e-06
5,9,7.598e-06,5.531e-06
6,14,2.0088e-05,6.508e-06
7,20,1.6709e-05,7.312e-06
8,27,1.7957e-05,7.895e-06
9,35,2.3908e-05,8.808e-06
10,44,2.6731e-05,9.758e-06
11,54,2.8111e-05,1.0042e-05
12,65,3.3941e-05,1.1509e-05
13,77,3.9364e-05,1.1133e-05
14,90,4.2021e-05,1.2231e-05
15,104,4.3735e-05,1.2509e-05
16,119,5.2243e-05,1.666e-05
17,135,5.7108e-05,1.6553e-05
18,152,5.5417e-05,1.7315e-05
19,170,6.553e-05,2.0867e-05
20,189,7.3234e-05,1.8858e-05
21,209,7.8105e-05,1.9366e-05
22,230,9.5687e-05,2.0137e-05
23,252,8.3403e-05,2.0642e-05
24,275,9.049e-05,2.1688e-05
25,299,9.7291e-05,2.1986e-05
26,324,0.00011586,2.4278e-05
27,350,0.000115824,2.4093e-05
28,377,0.000118672,2.5343e-05
29,405,0.000140319,2.503e-05
30,434,0.000136961,2.6848e-05
31,464,0.000159012,2.5083e-05
32,495,0.00015571,2.7744e-05
33,527,0.000154925,2.606e-05
34,560,0.000172542,3.1002e-05
35,594,0.00017823,2.896e-05
36,629,0.000168088,3.1962e-05
37,665,0.0001953,2.977e-05
38,702,0.000218247,4.0721e-05
39,740,0.000234362,4.0264e-05
40,779,0.000227748,3.5392e-05
41,819,0.000265255,3.8968e-05
42,860,0.000284533,3.9098e-05
43,902,0.000287706,4.0622e-05
44,945,0.000307159,3.926e-05
45,989,0.000289867,3.9331e-05
46,1034,0.000319645,4.1235e-05
47,1080,0.000317663,4.2774e-05
48,1127,0.000328308,4.5239e-05
49,1175,0.000373709,4.4047e-05
50,1224,0.00032896,4.3299e-05
51,1274,0.000323259,4.3983e-05
52,1325,0.000337489,4.5773e-05
53,1377,0.000360255,4.5422e-05
54,1430,0.000378602,4.6314e-05
55,1484,0.000372015,4.6517e-05
56,1539,0.000410615,4.7954e-05
57,1595,0.000407606,4.9527e-05
58,1652,0.000421474,4.9968e-05
59,1710,0.000419734,4.9047e-05
60,1769,0.000453085,5.2358e-05
61,1829,0.000435966,5.0845e-05
62,1890,0.000454457,5.3014e-05
63,1952,0.000489576,5.3427e-05
64,2015,0.000460612,5.3721e-05
65,2079,0.000516975,5.5404e-05
66,2144,0.000519689,5.4858e-05
67,2210,0.00053641,5.8204e-05
68,2277,0.000553754,6.207e-05
69,2345,0.000553741,6.1432e-05
70,2414,0.000565286,6.0383e-05
71,2484,0.000587614,6.0405e-05
72,2555,0.000611217,6.2624e-05
73,2627,0.000623048,6.437e-05
74,2700,0.000637742,6.5945e-05
75,2774,0.000646353,6.5667e-05
76,2849,0.000660305,6.646e-05
77,2925,0.000670929,6.8332e-05
78,3002,0.0006815,6.4492e-05
79,3080,0.000734597,6.3767e-05
80,3159,0.000690639,6.5739e-05
81,3239,0.000720235,7.0385e-05
82,3320,0.000723595,7.0557e-05
83,3402,0.000747146,7.1062e-05
84,3485,0.000772907,7.6889e-05
85,3569,0.000811816,7.8986e-05
86,3654,0.000783953,7.3638e-05
87,3740,0.000807282,7.3341e-05
88,3827,0.000833664,7.3023e-05
89,3915,0.000880342,7.8429e-05
90,4004,0.000876384,7.1542e-05
91,4094,0.000900806,7.4927e-05
92,4185,0.000901939,7.3602e-05
93,4277,0.000888926,7.882e-05
94,4370,0.000950783,8.0931e-05
95,4464,0.000975161,8.1998e-05
96,4559,0.000993434,8.2655e-05
97,4655,0.00102013,8.008e-05
98,4752,0.000977577,8.1055e-05
99,4850,0.00103565,8.4997e-05
100,4949,0.00105686,8.5403e-05
101,5049,0.00100989,8.5684e-05
102,5150,0.00106835,8.4687e-05
103,5252,0.00104448,8.1793e-05
104,5355,0.00111166,8.6318e-05
105,5459,0.00108532,8.9505e-05
106,5564,0.00117618,8.6925e-05
107,5670,0.00115717,8.9908e-05
108,5777,0.0012023,8.7448e-05
109,5885,0.00120232,9.1541e-05
110,5994,0.00121431,9.3595e-05
111,6104,0.00128232,9.9533e-05
112,6215,0.00125812,9.4755e-05
113,6327,0.00130623,9.2417e-05
114,6440,0.00126047,8.9806e-05
115,6554,0.00132698,9.0529e-05
116,6669,0.00136435,9.7345e-05
117,6785,0.00138703,9.4473e-05
118,6902,0.00137451,9.2697e-05
119,7020,0.00139564,9.7324e-05
120,7139,0.00141311,9.7463e-05
121,7259,0.0013956,9.417e-05
122,7380,0.00143158,9.7294e-05
123,7502,0.00150127,9.8596e-05
124,7625,0.00149108,0.000109895
125,7749,0.00149228,9.7151e-05
126,7874,0.00147891,9.8714e-05
127,8000,0.00152832,0.000104388
128,8127,0.0015324,0.00010201
129,8255,0.00168931,0.000105558
130,8384,0.00160639,0.000100064
131,8514,0.0016803,0.000105261
132,8645,0.00164931,0.00010911
133,8777,0.00164413,0.000108098
134,8910,0.00171706,0.000109303
135,9044,0.00174078,0.00010843
136,9179,0.00168157,0.000108866
137,9315,0.00179105,0.000114771
138,9452,0.00176951,0.000112666
139,9590,0.00178556,0.000109083
140,9729,0.00182632,0.000117548
141,9869,0.00186375,0.000118689
142,10010,0.00191215,0.000117684
143,10152,0.00188299,0.000117291
144,10295,0.00195586,0.000113142
145,10439,0.00196741,0.000117502
146,10584,0.00194195,0.000119316
147,10730,0.00203325,0.000120686
148,10877,0.00199553,0.000120467
149,11025,0.0020369,0.000120679
150,11174,0.0020564,0.000121707
151,11324,0.00207547,0.000118363
152,11475,0.00207748,0.000122075
153,11627,0.00215534,0.000120724
154,11780,0.00215101,0.00011958
155,11934,0.00221849,0.000129406
156,12089,0.002207,0.000125841
157,12245,0.00223507,0.000128332
158,12402,0.00221995,0.000122793
159,12560,0.00231602,0.000132528
160,12719,0.00232898,0.000125077
161,12879,0.00229059,0.000133199
162,13040,0.00231596,0.000132831
163,13202,0.00231846,0.000123835
164,13365,0.00244165,0.000136131
165,13529,0.00247322,0.000133032
166,13694,0.00243984,0.000132609
167,13860,0.00256,0.000136177
168,14027,0.00246366,0.000135568
169,14195,0.00246694,0.000142866
170,14364,0.00250235,0.000144533
171,14534,0.00260492,0.00013986
172,14705,0.00257292,0.000136469
173,14877,0.00257743,0.000136484
174,15050,0.00269139,0.000135677
175,15224,0.00268296,0.000142523
176,15399,0.00270908,0.000157448
177,15575,0.00272531,0.00014934
178,15752,0.00269941,0.000146498
179,15930,0.0027816,0.000145736
180,16109,0.00280167,0.000143535
181,16289,0.00278746,0.000141729
182,16470,0.00282202,0.000151748
183,16652,0.00287445,0.000186271
184,16835,0.00287133,0.000148236
185,17019,0.00294516,0.000154616
186,17204,0.00297611,0.000149304
187,17390,0.00302435,0.000149601
188,17577,0.00299012,0.000153128
189,17765,0.00306415,0.000157523
190,17954,0.00310249,0.000151898
191,18144,0.00310098,0.000157857
192,18335,0.0031571,0.000152028
193,18527,0.00315101,0.000146658
194,18720,0.00323162,0.000158567
195,18914,0.00324155,0.000153091
196,19109,0.00326061,0.000167038
