nodos,ejes,prim,master
4,5,1.1018e-05,5.849e-06
5,9,7.326e-06,4.271e-06
6,14,9.721e-06,5e-06
7,20,1.1911e-05,5.309e-06
8,27,1.1923e-05,5.998e-06
9,35,1.4841e-05,6.515e-06
10,44,1.6528e-05,7.306e-06
11,54,2.1377e-05,7.822e-06
12,65,2.454e-05,8.273e-06
13,77,2.5068e-05,9.392e-06
14,90,3.1438e-05,9.31e-06
15,104,3.8424e-05,1.2441e-05
16,119,3.7086e-05,1.3139e-05
17,135,5.1095e-05,1.3234e-05
18,152,4.5883e-05,1.6165e-05
19,170,5.2069e-05,1.5152e-05
20,189,5.5443e-05,1.404e-05
21,209,5.8614e-05,1.4476e-05
22,230,6.618e-05,1.4943e-05
23,252,7.4922e-05,1.6336e-05
24,275,7.7169e-05,1.5907e-05
25,299,0.00010032,1.7552e-05
26,324,9.7348e-05,1.7665e-05
27,350,0.000101308,1.9628e-05
28,377,0.000100177,1.9343e-05
29,405,0.000106006,1.9658e-05
30,434,0.000109921,2.0657e-05
31,464,0.000121026,2.0767e-05
32,495,0.000122726,2.1883e-05
33,527,0.00013358,2.156e-05
34,560,0.000130749,2.2821e-05
35,594,0.000139557,2.2789e-05
36,629,0.000148327,2.5404e-05
37,665,0.000160046,2.3888e-05
38,702,0.000154961,2.6778e-05
39,740,0.000165399,2.6572e-05
40,779,0.000185354,2.752e-05
41,819,0.000176609,2.8949e-05
42,860,0.000208889,3.0403e-05
43,902,0.000217156,3.0293e-05
44,945,0.000211472,3.1132e-05
45,989,0.000233671,3.2049e-05
46,1034,0.000227864,3.1073e-05
47,1080,0.000221032,3.0629e-05
48,1127,0.000240385,3.0824e-05
49,1175,0.000246586,3.3865e-05
50,1224,0.000269846,3.3945e-05
51,1274,0.000258194,3.38e-05
52,1325,0.000270193,3.3497e-05
53,1377,0.000290307,3.6523e-05
54,1430,0.000310028,3.6662e-05
55,1484,0.000303451,3.7314e-05
56,1539,0.000294494,3.7205e-05
57,1595,0.000329058,5.3332e-05
58,1652,0.000329244,3.7561e-05
59,1710,0.000334382,3.9153e-05
60,1769,0.000345956,4.1855e-05
61,1829,0.00037198,4.1789e-05
62,1890,0.000380151,4.3708e-05
63,1952,0.000373642,4.3796e-05
64,2015,0.000400037,4.2651e-05
65,2079,0.000403952,4.5369e-05
66,2144,0.000416266,4.1676e-05
67,2210,0.000419381,4.3428e-05
68,2277,0.000437704,4.6739e-05
69,2345,0.000418443,4.6578e-05
70,2414,0.000432471,4.697e-05
71,2484,0.000455626,4.7572e-05
72,2555,0.000472362,5.0881e-05
73,2627,0.000506914,4.9097e-05
74,2700,0.000490903,4.7107e-05
75,2774,0.000490016,4.7829e-05
76,2849,0.000511755,5.1631e-05
77,2925,0.000504903,5.2031e-05
78,3002,0.000557116,5.4894e-05
79,3080,0.000532432,5.3165e-05
80,3159,0.000718246,7.2472e-05
81,3239,0.00072828,7.1352e-05
82,3320,0.000746366,7.4222e-05
83,3402,0.000761284,7.4254e-05
84,3485,0.000777558,7.5245e-05
85,3569,0.00076416,7.0036e-05
86,3654,0.000827323,7.1357e-05
87,3740,0.000820945,7.1872e-05
88,3827,0.000865725,7.2425e-05
89,3915,0.00082357,7.2776e-05
90,4004,0.000861477,7.4447e-05
91,4094,0.000896742,7.7484e-05
92,4185,0.00096249,8.0365e-05
93,4277,0.000910726,7.4906e-05
94,4370,0.0010002,7.7523e-05
95,4464,0.000957292,8.3674e-05
96,4559,0.000989512,7.5375e-05
97,4655,0.00105041,8.1897e-05
98,4752,0.00101803,8.1164e-05
