nodos,ejes,prim,master
4,3,5.838e-06,6.748e-06
5,5,3.496e-06,4.995e-06
6,7,4.037e-06,6.428e-06
7,9,4.744e-06,6.92e-06
8,12,5.911e-06,7.29e-06
9,16,7.05e-06,9.095e-06
10,20,8.332e-06,9.765e-06
11,23,9.753e-06,1.0449e-05
12,29,1.1221e-05,1.1221e-05
13,31,1.3018e-05,1.1406e-05
14,40,1.4754e-05,1.2353e-05
15,43,1.6571e-05,1.2775e-05
16,52,1.8428e-05,1.4565e-05
17,59,2.0899e-05,1.551e-05
18,59,2.347e-05,1.5439e-05
19,64,2.5529e-05,1.5879e-05
20,82,2.8467e-05,1.7386e-05
21,89,3.1959e-05,1.7285e-05
22,84,3.2567e-05,1.8244e-05
23,107,3.6993e-05,2.3104e-05
24,107,4.0483e-05,2.7224e-05
25,120,4.3207e-05,2.0933e-05
26,125,4.9382e-05,2.2918e-05
27,134,4.8783e-05,2.435e-05
28,147,5.3594e-05,2.7276e-05
29,165,5.6269e-05,2.4437e-05
30,168,6.0015e-05,2.6754e-05
31,174,6.4851e-05,2.9134e-05
32,196,7.1649e-05,2.675e-05
33,204,7.4864e-05,2.8884e-05
34,208,7.9782e-05,3.0753e-05
35,227,8.2104e-05,3.1529e-05
36,257,8.0968e-05,2.8496e-05
37,252,8.9692e-05,3.1916e-05
38,270,9.8655e-05,3.3387e-05
39,276,0.000102889,3.3494e-05
40,304,0.000106983,3.4235e-05
41,307,0.00011218,3.5909e-05
42,317,9.8254e-05,2.7308e-05
43,337,9.3319e-05,2.6755e-05
44,355,9.596e-05,2.8261e-05
45,360,0.000101572,2.7618e-05
46,386,0.000104901,2.9196e-05
47,398,0.00011081,3.0897e-05
48,413,0.000117913,3.1242e-05
49,426,0.000123092,3.2051e-05
50,454,0.000124921,2.9704e-05
51,482,0.00012865,3.233e-05
52,494,0.000132745,3.1102e-05
53,530,0.000138171,3.3157e-05
54,547,0.000143423,3.3245e-05
55,562,0.000152127,3.6527e-05
56,562,0.000157079,3.5388e-05
57,596,0.000160693,3.5581e-05
58,616,0.000166722,3.8042e-05
59,630,0.000170534,3.6329e-05
60,639,0.000177643,3.815e-05
61,661,0.000197198,4.5914e-05
62,693,0.000190626,4.1425e-05
63,717,0.000197528,4.0604e-05
64,732,0.000200292,3.8943e-05
65,759,0.000207982,4.3106e-05
66,793,0.000213681,4.0324e-05
67,827,0.000219324,4.1639e-05
68,842,0.000225333,3.9591e-05
69,841,0.000233463,4.2526e-05
70,888,0.000239695,4.5511e-05
71,893,0.000245523,4.5386e-05
72,909,0.000253441,4.6764e-05
73,969,0.000260278,4.8498e-05
74,993,0.000269277,4.8346e-05
75,1004,0.000275809,4.568e-05
76,1024,0.000305786,4.9335e-05
77,1084,0.000289218,5.1809e-05
78,1096,0.000295918,5.0634e-05
79,1146,0.000303801,5.0749e-05
80,1181,0.000313427,5.1574e-05
81,1166,0.000319467,5.2176e-05
82,1217,0.000327556,5.1308e-05
83,1241,0.000369423,5.6891e-05
84,1271,0.000339844,5.278e-05
85,1273,0.000349072,5.3474e-05
86,1336,0.000361345,5.2795e-05
87,1395,0.000367931,5.3984e-05
88,1401,0.000377581,5.5673e-05
89,1428,0.000383048,5.7424e-05
90,1452,0.000390052,5.2961e-05
91,1493,0.000483463,8.5676e-05
92,1522,0.00056411,8.2057e-05
93,1544,0.000578757,8.534e-05
94,1589,0.000601141,9.1872e-05
95,1634,0.000599352,0.000116401
96,1661,0.000595334,9.2208e-05
97,1675,0.000628228,8.4539e-05
98,1686,0.000642241,9.0539e-05
99,1762,0.000663583,8.3836e-05
100,1755,0.000695628,8.9467e-05
101,1820,0.000694733,8.2782e-05
102,1872,0.000695128,8.3317e-05
103,1908,0.000707386,9.1103e-05
104,1945,0.000711291,8.3048e-05
105,1953,0.000730631,9.5351e-05
106,2070,0.000734167,8.8926e-05
107,2048,0.000569311,6.7522e-05
108,2040,0.000575386,9.3126e-05
109,2148,0.000581309,6.784e-05
110,2187,0.000585336,6.8734e-05
111,2186,0.0005952,6.7448e-05
112,2255,0.000601953,7.219e-05
113,2298,0.000624938,6.5616e-05
114,2303,0.000622906,7.1855e-05
115,2337,0.000631694,7.0339e-05
116,2374,0.000666916,7.0236e-05
117,2438,0.000656737,7.4261e-05
118,2506,0.00067779,7.3937e-05
119,2533,0.000679658,7.6961e-05
120,2583,0.000695128,8.0255e-05
121,2613,0.000705007,7.9383e-05
122,2670,0.000734859,7.7438e-05
123,2680,0.000733064,7.9935e-05
124,2716,0.000736163,7.6262e-05
125,2774,0.000750408,8.0811e-05
126,2838,0.000797906,8.4639e-05
127,2859,0.000772361,8.0847e-05
128,2879,0.00084853,8.7442e-05
129,2976,0.000796553,8.6368e-05
130,3001,0.000826612,9.2401e-05
131,3073,0.000831264,8.3809e-05
132,3124,0.000833698,8.3947e-05
133,3225,0.00110699,0.000136452
134,3204,0.00111129,0.000112496
135,3238,0.00115866,0.000106851
136,3295,0.00116067,0.000116833
137,3367,0.00117051,0.000112865
138,3416,0.00121256,0.000110552
139,3455,0.00120908,0.000113343
140,3500,0.00121102,0.000110478
141,3562,0.00126733,0.000121802
142,3548,0.00126396,0.000121175
143,3623,0.00129298,0.000118803
144,3662,0.00129669,0.000121931
145,3709,0.00132088,0.000127095
146,3807,0.00132703,0.000126235
147,3850,0.00136359,0.000136973
148,3905,0.0013753,0.000127992
149,3980,0.00140899,0.000134759
150,4018,0.00142443,0.000134216
151,4083,0.0014152,0.000124605
152,4087,0.00111278,9.7938e-05
153,4201,0.0011544,9.6418e-05
154,4238,0.00114581,9.3482e-05
155,4239,0.00115887,9.5776e-05
156,4343,0.00116394,9.7919e-05
157,4425,0.00120132,9.8879e-05
158,4423,0.00120497,9.8254e-05
159,4520,0.00121135,0.000101389
160,4531,0.00121751,9.7293e-05
161,4606,0.00123461,0.000101224
162,4603,0.00125453,0.000105088
163,4731,0.00155593,0.000133205
164,4777,0.00170372,0.000141929
165,4809,0.00171015,0.000136602
166,4897,0.00173693,0.000131513
167,4879,0.00175018,0.000133079
168,5034,0.00176332,0.000146027
169,5103,0.00180931,0.000144322
170,5140,0.00182051,0.000145675
171,5126,0.00183776,0.000139399
172,5245,0.00186535,0.000151169
173,5287,0.00186605,0.000130607
174,5389,0.00189616,0.000148542
175,5441,0.00188056,0.000114267
176,5473,0.00146941,0.000105981
177,5592,0.00151646,0.000107371
178,5649,0.00150555,0.000111739
179,5777,0.00153514,0.000108963
180,5725,0.00157615,0.000114491
181,5802,0.00157282,0.000110387
182,5939,0.00160214,0.000160103
183,5962,0.00216156,0.000174404
