nodos,ejes,prim,master
4,3,5.375e-06,1.4815e-05
5,5,3.391e-06,5.564e-06
6,7,3.964e-06,6.382e-06
7,9,5.089e-06,6.992e-06
8,14,6.072e-06,7.541e-06
9,16,6.893e-06,8.999e-06
10,18,8.108e-06,9.539e-06
11,24,9.791e-06,9.713e-06
12,30,1.1381e-05,1.1215e-05
13,34,1.3063e-05,1.1741e-05
14,39,1.5065e-05,1.2347e-05
15,42,1.6857e-05,1.3998e-05
16,51,1.9318e-05,1.3514e-05
17,56,2.1451e-05,1.5584e-05
18,63,2.4312e-05,1.6326e-05
19,67,2.5556e-05,1.6264e-05
20,78,2.9948e-05,1.618e-05
21,79,3.0546e-05,1.7991e-05
22,87,3.4851e-05,1.8031e-05
23,103,3.7194e-05,2.3625e-05
24,109,4.2808e-05,2.6687e-05
25,117,4.3019e-05,2.199e-05
26,123,4.7038e-05,2.2336e-05
27,134,5.1788e-05,2.4732e-05
28,154,5.4452e-05,2.9011e-05
29,151,5.6304e-05,2.5674e-05
30,158,5.9787e-05,2.7691e-05
31,174,6.5157e-05,2.9234e-05
32,189,7.1161e-05,2.7859e-05
33,197,7.3693e-05,2.9487e-05
34,211,7.8688e-05,3.0017e-05
35,226,8.2209e-05,2.9985e-05
36,240,8.833e-05,3.3132e-05
37,244,9.2972e-05,3.3111e-05
38,264,9.7641e-05,3.21e-05
39,277,0.000102722,3.3922e-05
40,294,0.00010667,3.4909e-05
41,309,0.000113963,3.5394e-05
42,323,0.000114195,3.5248e-05
43,333,0.000117682,3.5828e-05
44,371,0.000123951,3.5187e-05
45,375,0.000134591,3.7095e-05
46,398,0.000145184,4.7553e-05
47,403,0.000145777,3.8225e-05
48,422,0.000156844,4.5194e-05
49,423,0.000157161,4.1501e-05
50,473,0.000168372,4.2914e-05
51,471,0.000170073,4.1746e-05
52,497,0.000170927,3.987e-05
53,511,0.000181007,4.5875e-05
54,525,0.000203654,4.496e-05
55,553,0.000204533,4.3397e-05
56,578,0.000203681,4.5467e-05
57,576,0.000206952,5.0435e-05
58,612,0.000216945,4.5242e-05
59,630,0.00022589,4.9049e-05
60,647,0.000230853,6.072e-05
61,651,0.000237951,4.9296e-05
62,693,0.000259822,5.2959e-05
63,711,0.0002635,5.0817e-05
64,758,0.000267113,5.3718e-05
65,787,0.000272282,4.9535e-05
66,801,0.000281968,5.3549e-05
67,809,0.000283076,5.5282e-05
68,844,0.000299074,5.7724e-05
69,851,0.000301475,5.7354e-05
70,878,0.000323271,5.6923e-05
71,910,0.000326113,6.0347e-05
72,929,0.000333976,5.9157e-05
73,986,0.000338522,5.924e-05
74,990,0.000352118,6.1672e-05
75,1027,0.00036193,6.2324e-05
76,1044,0.000367434,6.3029e-05
77,1081,0.000379605,6.5765e-05
78,1078,0.00039795,6.4999e-05
79,1138,0.00040053,6.3744e-05
80,1144,0.000405687,6.9078e-05
81,1168,0.00041425,6.8573e-05
82,1219,0.000430169,6.917e-05
83,1250,0.000443611,7.0615e-05
84,1254,0.000445989,7.2988e-05
85,1308,0.00048565,6.8008e-05
86,1323,0.000472259,7.3332e-05
87,1360,0.00048461,6.9417e-05
88,1377,0.000485258,7.4249e-05
89,1443,0.000507856,7.3688e-05
90,1491,0.000511944,7.327e-05
91,1447,0.00052174,7.1248e-05
92,1522,0.000540122,7.5983e-05
93,1554,0.000549382,8.0094e-05
94,1595,0.000559514,7.598e-05
95,1647,0.000574125,7.6754e-05
96,1652,0.000587912,8.0769e-05
97,1672,0.000593865,7.9442e-05
98,1755,0.000609238,8.3279e-05
99,1735,0.000620989,7.7467e-05
100,1774,0.000635368,7.7442e-05
101,1837,0.000643892,8.3847e-05
102,1855,0.000656579,8.2085e-05
103,1887,0.000673526,8.5871e-05
104,1904,0.000681607,8.2674e-05
105,1985,0.00070282,8.8407e-05
106,1989,0.000723351,9.0369e-05
107,2059,0.00072497,9.5041e-05
108,2080,0.000750998,9.0374e-05
109,2141,0.000785064,9.1334e-05
110,2173,0.000782829,9.6734e-05
111,2178,0.000768643,9.6811e-05
112,2225,0.000804437,8.9974e-05
113,2264,0.000802792,9.4184e-05
114,2302,0.000821969,9.6747e-05
115,2381,0.00083069,9.5174e-05
116,2421,0.000864556,9.9481e-05
117,2415,0.000859261,9.3873e-05
118,2490,0.000884589,0.000106716
119,2515,0.000917689,0.000102326
120,2551,0.000908808,0.000101679
121,2661,0.000923794,9.8168e-05
122,2670,0.000938733,9.6785e-05
123,2717,0.000955626,0.000102867
124,2796,0.000963737,0.000106359
125,2809,0.000980629,0.000106596
126,2811,0.000997506,0.000110203
127,2910,0.0010196,0.000104421
128,2956,0.00102791,0.000113658
129,2973,0.00105408,0.000109376
130,3017,0.00106134,0.000105554
131,3024,0.00108769,0.000107076
132,3148,0.00109618,0.000114253
133,3134,0.00111682,0.000115098
134,3210,0.00117298,0.00011536
135,3260,0.00116363,0.000104063
136,3272,0.00114969,0.000135824
137,3371,0.00118103,0.000110981
138,3401,0.00119762,0.000109414
139,3440,0.00124461,0.000113483
140,3492,0.00121948,0.000114946
141,3504,0.00125432,0.000115685
142,3577,0.00165696,0.000136941
143,3683,0.00128613,0.000123443
144,3619,0.00130361,0.000114063
145,3769,0.00132083,0.000120511
146,3794,0.00133375,0.000118484
147,3867,0.00136397,0.000118819
148,3889,0.00144563,0.000130752
149,3955,0.00139871,0.000123974
150,3983,0.00142086,0.000134184
151,4067,0.00145231,0.000124605
152,4094,0.00147488,0.000139273
153,4110,0.00150847,0.000131907
154,4196,0.00150771,0.000144083
155,4225,0.00150921,0.000135663
156,4273,0.0015267,0.000126299
157,4350,0.00154408,0.000122076
158,4448,0.00156654,0.000127503
159,4521,0.00158066,0.000129494
160,4515,0.00161255,0.000136609
161,4649,0.00162643,0.000134579
162,4683,0.00164216,0.000136482
163,4755,0.00167861,0.000130065
164,4776,0.00168687,0.000139764
165,4869,0.00172189,0.000124892
166,4894,0.00172465,0.000140146
167,4955,0.0017816,0.000151807
